iso3c,year,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se
VCT,2002,49,5,49.9,5.9
VCT,2003,48.9,5,49.9,6
VCT,2004,48.9,5.1,49.8,5.9
VCT,2005,48.8,5.1,49.7,5.9
VCT,2006,48.7,5.1,49.7,5.9
VCT,2007,48.6,5.1,49.6,5.9
VCT,2008,48.5,4.9,49.6,5.8
SDN,1968,40.6,4.2,42.1,4.4
SDN,1969,40.6,4.2,42.1,4.5
SDN,1970,40.6,4.2,42.1,4.5
SDN,1971,40.6,4.2,42.1,4.5
SDN,1972,40.6,4.2,42.2,4.5
SDN,1973,40.6,4.3,42.2,4.5
SDN,1974,40.7,4.3,42.2,4.5
SDN,1975,40.7,4.2,42.1,4.5
SDN,1976,40.7,4.2,42.2,4.5
SDN,1977,40.7,4.2,42.2,4.6
SDN,1978,40.7,4.2,42.2,4.6
SDN,1979,40.7,4.1,42.2,4.6
SDN,1980,40.7,4.1,42.3,4.5
SDN,1981,40.6,4.1,42.2,4.6
SDN,1982,40.6,4.2,42.2,4.5
SDN,1983,40.6,4.2,42.3,4.5
SDN,1984,40.6,4.1,42.3,4.5
SDN,1985,40.6,4.1,42.3,4.5
SDN,1986,40.7,4.1,42.3,4.6
SDN,1987,40.7,4,42.4,4.5
SDN,1988,40.7,3.9,42.4,4.5
SDN,1989,40.7,3.9,42.4,4.3
SDN,1990,40.7,3.9,42.4,4.3
SDN,1991,40.7,3.8,42.4,4.3
SDN,1992,40.7,3.8,42.4,4.3
SDN,1993,40.7,3.8,42.4,4.2
SDN,1994,40.7,3.7,42.5,4.2
SDN,1995,40.7,3.7,42.5,4.2
SDN,1996,40.6,3.7,42.4,4.2
SDN,1997,40.7,3.7,42.4,4
SDN,1998,40.7,3.6,42.5,4
SDN,1999,40.7,3.6,42.5,4
SDN,2000,40.7,3.6,42.5,4
SDN,2001,40.7,3.5,42.6,3.8
SDN,2002,40.6,3.4,42.6,3.8
SDN,2003,40.6,3.4,42.6,3.7
SDN,2004,40.7,3.3,42.6,3.6
SDN,2005,40.7,3.3,42.6,3.5
SDN,2006,40.7,3.1,42.7,3.4
SDN,2007,40.7,3.1,42.7,3.4
SDN,2008,40.7,3,42.7,3.3
SDN,2009,40.7,3,42.7,3.2
SDN,2010,40.6,3.1,42.7,3.3
SDN,2011,40.6,3.1,42.6,3.3
SDN,2012,40.5,3.2,42.5,3.4
SDN,2013,40.5,3.3,42.4,3.4
SDN,2014,40.4,3.3,42.3,3.5
SUR,1999,48.3,4,50.3,5.3
SUR,2000,48.3,4.1,50.3,5.3
SUR,2001,48.3,4.1,50.3,5.3
SUR,2002,48.3,4.1,50.4,5.3
SUR,2003,48.3,4.1,50.4,5.3
SUR,2004,48.4,4.1,50.4,5.2
SUR,2005,48.4,4.1,50.4,5.1
SUR,2006,48.3,4.1,50.3,5.1
SUR,2007,48.2,4.1,50.2,5.2
SUR,2008,48,4.1,50.1,5.2
SUR,2009,48,4.1,50.1,5.2
SUR,2010,47.9,4.1,50,5.2
SUR,2011,47.8,4.2,49.9,5.3
SUR,2012,47.7,4.1,49.8,5.3
SUR,2013,47.6,4.1,49.7,5.4
SUR,2014,47.5,4.1,49.6,5.4
SUR,2015,47.4,4.2,49.5,5.4
SUR,2016,47.3,4.1,49.4,5.4
SWZ,1985,52.9,3.3,51.3,3.4
SWZ,1986,53.3,3.4,51.6,3.4
SWZ,1987,53.7,3.4,51.9,3.5
SWZ,1988,54.1,3.4,52.2,3.5
SWZ,1989,54.5,3.4,52.5,3.3
SWZ,1990,54.9,3.5,52.8,3.3
SWZ,1991,55.2,3.4,53.1,3.2
SWZ,1992,55.6,3.4,53.4,3.2
SWZ,1993,55.9,3.4,53.7,3.2
SWZ,1994,56.3,3.4,54,3.1
SWZ,1995,56.5,3.4,54.1,3.1
SWZ,1996,56.7,3.4,54.3,3.1
SWZ,1997,56.9,3.3,54.4,3
SWZ,1998,57.2,3.4,54.5,3
SWZ,1999,57.4,3.4,54.6,2.9
SWZ,2000,57.6,3.4,54.8,2.9
SWZ,2001,57.7,3.4,54.8,3
SWZ,2002,57.8,3.5,54.9,3
SWZ,2003,57.9,3.5,54.9,2.9
SWZ,2004,58.1,3.5,55,2.9
SWZ,2005,58.2,3.5,55,3
SWZ,2006,58.3,3.6,55.1,3
SWZ,2007,58.3,3.5,55.1,3
SWZ,2008,58.4,3.6,55.2,3.1
SWZ,2009,58.6,3.5,55.3,3
SWZ,2010,58.6,3.5,55.4,3.1
SWZ,2011,58.7,3.6,55.4,3.2
SWZ,2012,58.7,3.7,55.5,3.3
SWZ,2013,58.8,3.8,55.6,3.4
SWZ,2014,58.9,4,55.7,3.4
SWZ,2015,59,3.9,55.7,3.5
SWZ,2016,59.1,4.1,55.8,3.6
SWE,1960,35.2,1.7,52.4,2.6
SWE,1961,35.1,1.6,52.4,2.3
SWE,1962,34.8,1.6,52.1,2.3
SWE,1963,34.4,1.5,51.6,2.1
SWE,1964,34,1.4,50.9,1.9
SWE,1965,33.3,1.3,50,1.8
SWE,1966,32.5,1.1,48.9,1.6
SWE,1967,31.6,0.9,47.7,1.4
SWE,1968,31.3,1.1,47.8,1.5
SWE,1969,30.7,1.1,47.7,1.6
SWE,1970,30,1.2,47.4,1.6
SWE,1971,29.1,1.2,46.8,1.6
SWE,1972,27.9,1.2,46.1,1.6
SWE,1973,26.4,1.1,45.2,1.5
SWE,1974,24.7,0.9,44.1,1.3
SWE,1975,22.7,0.6,42.7,1.1
SWE,1976,22.7,0.8,42.6,1.2
SWE,1977,22.3,0.9,42.3,1.3
SWE,1978,21.7,0.8,41.9,1.3
SWE,1979,21.3,0.8,41.6,1.2
SWE,1980,20.6,0.7,41.2,1.1
SWE,1981,20.3,0.5,41.2,1
SWE,1982,20.5,0.7,41.1,1.1
SWE,1983,20.8,0.7,41.1,1.1
SWE,1984,21,0.7,41.5,1.2
SWE,1985,21.3,0.8,41.8,1.1
SWE,1986,21.5,0.7,42.2,1.1
SWE,1987,21.4,0.6,42.6,1
SWE,1988,21.5,0.7,42.8,1
SWE,1989,22,0.7,43.4,1.1
SWE,1990,22.4,0.7,44,1
SWE,1991,22.5,0.6,44.6,0.9
SWE,1992,22.9,0.5,45.7,0.9
SWE,1993,23.2,0.6,46.5,0.9
SWE,1994,23.5,0.6,47.5,0.9
SWE,1995,23,0.5,48.2,0.8
SWE,1996,23.8,0.6,48.2,0.9
SWE,1997,24.4,0.7,48.3,1
SWE,1998,24.5,0.7,48.2,1
SWE,1999,24.7,0.7,48.1,1
SWE,2000,24.9,0.6,48,0.9
SWE,2001,24.6,0.8,47.9,1.1
SWE,2002,24.3,0.8,47.7,1.1
SWE,2003,24,0.7,47.6,1.1
SWE,2004,24,0.7,47.7,1
SWE,2005,24,0.5,48,0.9
SWE,2006,24.5,0.7,48.5,1
SWE,2007,25,0.7,49,1.1
SWE,2008,25.2,0.7,49.4,1.1
SWE,2009,25.4,0.7,49.7,1.1
SWE,2010,25.6,0.7,50,1.1
SWE,2011,25.7,0.7,50.2,1.1
SWE,2012,25.8,0.7,50.4,1.2
SWE,2013,26,0.7,50.6,1.1
SWE,2014,26,0.8,50.7,1.2
SWE,2015,26.2,0.8,50.9,1.3
SWE,2016,26.2,0.8,51,1.4
SWE,2017,26.3,0.9,51,1.5
SWE,2018,26.2,1,50.9,1.8
CHE,1980,31,1.5,40.6,1.7
CHE,1981,31.1,1.4,40.5,1.5
CHE,1982,31.1,1.3,40.5,1.2
CHE,1983,31,1.4,40.5,1.5
CHE,1984,30.9,1.5,40.5,1.6
CHE,1985,30.8,1.6,40.5,1.8
CHE,1986,30.7,1.6,40.5,1.8
CHE,1987,30.6,1.7,40.4,1.9
CHE,1988,30.6,1.7,40.4,1.8
CHE,1989,30.5,1.7,40.4,1.9
CHE,1990,30.4,1.6,40.4,1.8
CHE,1991,30.3,1.5,40.4,1.7
CHE,1992,30.3,1.3,40.3,1.5
CHE,1993,30,1.4,40.2,1.6
CHE,1994,29.8,1.5,40.2,1.7
CHE,1995,29.5,1.5,40.1,1.7
CHE,1996,29.3,1.5,40,1.7
CHE,1997,29.1,1.5,39.9,1.7
CHE,1998,28.8,1.4,39.8,1.7
CHE,1999,28.6,1.2,39.7,1.5
CHE,2000,28.4,1,39.7,1.3
CHE,2001,28.2,1,39.7,1.3
CHE,2002,28,0.9,39.7,1.2
CHE,2003,28.1,1,39.9,1.2
CHE,2004,28.2,0.8,40,1.1
CHE,2005,28.8,0.8,40.1,1.1
CHE,2006,29.4,0.8,40.3,0.8
CHE,2007,30,0.7,40.8,0.8
CHE,2008,30,0.7,41.2,0.8
CHE,2009,29.8,0.7,41.4,0.8
CHE,2010,29.6,0.7,41.4,0.8
CHE,2011,29.3,0.7,41.5,0.8
CHE,2012,29.3,0.8,41.8,0.9
CHE,2013,29.5,0.8,42.3,0.9
CHE,2014,29.7,0.8,42.7,0.9
CHE,2015,29.8,0.9,43,0.9
CHE,2016,29.9,1,43.2,1
CHE,2017,29.9,1.1,43.3,1.2
SYR,1997,36,2.8,38.2,2.9
SYR,1998,36.1,2.8,38.3,3
SYR,1999,36.2,2.8,38.4,3
SYR,2000,36.3,2.8,38.5,2.9
SYR,2001,36.4,2.8,38.7,2.8
SYR,2002,36.5,2.7,38.8,2.8
SYR,2003,36.5,2.7,38.9,2.8
SYR,2004,36.6,2.7,39,2.7
SYR,2005,36.6,2.8,38.9,2.9
SYR,2006,36.6,2.9,38.9,3
SYR,2007,36.5,3,38.9,3.1
TWN,1964,27.7,1.7,29,2.2
TWN,1965,27.6,1.5,28.9,2.2
TWN,1966,27.4,1.4,28.7,2.1
TWN,1967,27.3,1.4,28.6,2
TWN,1968,27.1,1.2,28.4,1.9
TWN,1969,26.8,1.2,28.2,1.8
TWN,1970,26.6,1.2,28,1.7
TWN,1971,26.3,1.2,27.8,1.7
TWN,1972,26.1,1.1,27.6,1.7
TWN,1973,26,1.2,27.5,1.7
TWN,1974,26,1.2,27.3,1.6
TWN,1975,26,1.2,27.2,1.5
TWN,1976,25.9,1.1,27.1,1.4
TWN,1977,25.9,1.1,27.1,1.3
TWN,1978,26.1,1,27.1,1.2
TWN,1979,26.2,0.9,27.2,1.1
TWN,1980,26.4,0.8,27.2,0.9
TWN,1981,26.6,0.5,27.3,0.5
TWN,1982,26.8,0.8,27.8,0.8
TWN,1983,27,0.8,28.2,0.9
TWN,1984,27,0.8,28.2,0.8
TWN,1985,27,0.7,28.1,0.8
TWN,1986,27,0.4,27.8,0.5
TWN,1987,27.2,0.7,28.4,0.8
TWN,1988,27.5,0.8,28.7,0.9
TWN,1989,27.5,0.8,28.9,0.9
TWN,1990,27.6,0.7,29,0.8
TWN,1991,27.4,0.4,28.6,0.6
TWN,1992,27.9,0.7,29.4,0.8
TWN,1993,28.3,0.8,29.9,0.9
TWN,1994,28.6,0.7,30.4,0.8
TWN,1995,28.9,0.5,30.9,0.6
TWN,1996,28.8,0.7,30.5,0.7
TWN,1997,28.8,0.5,30.2,0.5
TWN,1998,28.9,0.7,30.4,0.8
TWN,1999,29,0.7,30.6,0.8
TWN,2000,29.2,0.6,30.8,0.6
TWN,2001,29.8,0.8,31.5,0.9
TWN,2002,30.1,0.8,31.9,1
TWN,2003,30.2,0.8,32,0.9
TWN,2004,30.3,0.8,32.1,0.8
TWN,2005,30.4,0.6,32.2,0.6
TWN,2006,30.5,0.7,32.3,0.8
TWN,2007,30.6,0.5,32.6,0.6
TWN,2008,30.6,0.7,32.4,0.8
TWN,2009,30.8,0.7,32.5,0.8
TWN,2010,31.1,0.6,32.6,0.7
TWN,2011,30.7,0.7,32.4,0.8
TWN,2012,30.5,0.8,32.4,0.8
TWN,2013,30.5,0.5,32.8,0.6
TWN,2014,30,0.7,32.2,0.8
TWN,2015,29.8,0.7,32.1,0.8
TWN,2016,29.9,0.6,32.7,0.7
TWN,2017,29.4,0.8,31.6,0.9
TWN,2018,29,1,31,1.1
TWN,2019,28.8,1.1,30.7,1.3
TJK,1988,35,2.3,37.7,2.8
TJK,1989,35.1,2.3,37.8,2.7
TJK,1990,35.5,2.3,37.8,2.7
TJK,1991,36.1,2.4,37.9,2.7
TJK,1992,36.6,2.4,38,2.7
TJK,1993,37.2,2.4,38.1,2.7
TJK,1994,37.7,2.3,38.2,2.6
TJK,1995,38.3,2.3,38.3,2.6
TJK,1996,38.8,2.2,38.4,2.5
TJK,1997,39.3,2.2,38.5,2.5
TJK,1998,39.9,2.2,38.6,2.4
TJK,1999,40.4,2.1,38.7,2.3
TJK,2000,40.9,2.1,38.6,2.3
TJK,2001,41.3,2.1,38.6,2.3
TJK,2002,41.8,2.1,38.6,2.2
TJK,2003,42.3,2.1,38.6,2.2
TJK,2004,42.5,2.1,38.5,2.2
TJK,2005,42.5,2.1,38.5,2.2
TJK,2006,42.6,2.3,38.4,2.3
TJK,2007,42.7,2.3,38.3,2.4
TJK,2008,42.7,2.3,38.2,2.4
TJK,2009,42.7,2.4,38.2,2.4
TJK,2010,42.8,2.4,38.1,2.5
TJK,2011,42.8,2.5,38.1,2.6
TJK,2012,42.8,2.6,38.1,2.7
TJK,2013,42.8,2.7,38.1,2.8
TJK,2014,42.9,2.7,38.2,2.8
TJK,2015,43,2.7,38.2,2.9
TZA,1969,39.5,2.7,38.7,3.1
TZA,1970,39.4,2.8,38.7,3.1
TZA,1971,39.4,2.8,38.6,3.1
TZA,1972,39.4,2.7,38.6,3
TZA,1973,39.3,2.7,38.5,3
TZA,1974,39.3,2.6,38.4,2.9
TZA,1975,39.3,2.5,38.4,2.8
TZA,1976,39.2,2.4,38.3,2.8
TZA,1977,39.2,2.4,38.3,2.8
TZA,1978,39.4,2.5,38.3,2.9
TZA,1979,39.5,2.5,38.4,2.8
TZA,1980,39.7,2.4,38.5,2.9
TZA,1981,39.8,2.4,38.5,2.9
TZA,1982,40,2.4,38.6,2.9
TZA,1983,40.1,2.4,38.7,2.9
TZA,1984,40.2,2.5,38.8,2.9
TZA,1985,40.4,2.5,38.8,2.8
TZA,1986,40.6,2.6,38.9,2.8
TZA,1987,40.7,2.5,39,2.7
TZA,1988,40.9,2.4,39,2.7
TZA,1989,41.1,2.3,39.1,2.6
TZA,1990,41.3,2.3,39.1,2.6
TZA,1991,41.4,2.2,39.2,2.5
TZA,1992,41.5,2.2,39.2,2.5
TZA,1993,41.7,2.3,39.3,2.6
TZA,1994,41.9,2.4,39.5,2.5
TZA,1995,42.1,2.4,39.5,2.5
TZA,1996,42.2,2.3,39.7,2.5
TZA,1997,42.4,2.3,39.8,2.4
TZA,1998,42.5,2.3,39.9,2.4
TZA,1999,42.7,2.3,40,2.3
TZA,2000,42.8,2.2,40,2.2
TZA,2001,42.9,2.2,40.1,2.1
TZA,2002,43.1,2.2,40.3,2.2
TZA,2003,43.3,2.3,40.4,2.3
TZA,2004,43.4,2.3,40.6,2.2
TZA,2005,43.6,2.3,40.7,2.2
TZA,2006,43.8,2.3,40.8,2.1
TZA,2007,44,2.2,41,2.1
TZA,2008,44.1,2.2,41,2.1
TZA,2009,44.1,2.2,41,2.1
TZA,2010,44.2,2.1,41.1,2
TZA,2011,44.3,2.2,41.2,2
TZA,2012,44.3,2.3,41.2,2.1
TZA,2013,44.4,2.4,41.3,2.1
TZA,2014,44.4,2.4,41.3,2.2
TZA,2015,44.5,2.5,41.4,2.4
TZA,2016,44.5,2.6,41.5,2.6
TZA,2017,44.6,2.6,41.5,2.7
THA,1962,41.4,3.2,44.1,3.4
THA,1963,41.4,3.1,44.2,3.4
THA,1964,41.5,3,44.3,3.3
THA,1965,41.6,3,44.5,3.2
THA,1966,41.6,2.9,44.6,3.2
THA,1967,41.7,2.8,44.7,3.2
THA,1968,41.8,2.7,44.8,3.1
THA,1969,41.9,2.6,44.8,3
THA,1970,42,2.6,45,3
THA,1971,42.1,2.7,45,2.9
THA,1972,42.1,2.7,45.1,2.8
THA,1973,42.2,2.5,45.2,2.7
THA,1974,42.2,2.4,45.3,2.5
THA,1975,42.4,2.3,45.4,2.4
THA,1976,42.5,2.3,45.6,2.4
THA,1977,42.7,2.2,45.8,2.4
THA,1978,42.9,2.2,46,2.4
THA,1979,43,2.2,46.2,2.3
THA,1980,43.2,2.1,46.4,2.3
THA,1981,43.4,2,46.6,2.2
THA,1982,43.5,2,46.7,2.3
THA,1983,43.7,2,46.9,2.1
THA,1984,43.8,1.9,47.1,2.1
THA,1985,44,1.8,47.3,2
THA,1986,44.1,1.7,47.5,1.9
THA,1987,44.2,1.6,47.6,1.8
THA,1988,44.3,1.5,47.7,1.8
THA,1989,44.4,1.6,47.8,1.7
THA,1990,44.5,1.6,47.9,1.7
THA,1991,44.6,1.5,47.9,1.7
THA,1992,44.6,1.5,48,1.6
THA,1993,44.5,1.5,47.9,1.6
THA,1994,44.4,1.4,47.7,1.6
THA,1995,44.3,1.5,47.6,1.6
THA,1996,44.2,1.4,47.5,1.6
THA,1997,44.1,1.4,47.3,1.6
THA,1998,44,1.3,47.2,1.5
THA,1999,43.9,1.3,47.2,1.5
THA,2000,43.8,1.3,47.1,1.4
THA,2001,43.6,1.3,46.8,1.4
THA,2002,43.4,1.3,46.6,1.4
THA,2003,43.2,1.3,46.5,1.4
THA,2004,43.1,1.3,46.3,1.4
THA,2005,42.9,1.3,46.1,1.4
THA,2006,42.7,1.3,45.9,1.4
THA,2007,42.4,1.2,45.5,1.4
THA,2008,42.1,1.3,45.1,1.4
THA,2009,41.7,1.2,44.8,1.3
THA,2010,41.4,1.3,44.3,1.4
THA,2011,41,1.3,44,1.4
THA,2012,40.7,1.3,43.6,1.4
THA,2013,40.4,1.3,43.3,1.4
THA,2014,40.2,1.4,42.9,1.5
THA,2015,40,1.4,42.7,1.5
THA,2016,39.9,1.5,42.5,1.7
THA,2017,39.8,1.7,42.5,1.9
THA,2018,39.7,1.9,42.4,2
TLS,2001,34.6,3,36.9,3.1
TLS,2002,34.4,3,36.7,3.1
TLS,2003,34.3,3,36.4,3.1
TLS,2004,34.2,3,36.3,3
TLS,2005,34,2.9,36,3
TLS,2006,33.8,2.9,35.8,3
TLS,2007,33.7,2.9,35.7,2.9
TLS,2008,33.6,2.9,35.6,3
TLS,2009,33.5,3,35.5,3
TLS,2010,33.5,3.1,35.4,3.1
TLS,2011,33.4,3.2,35.3,3.2
TLS,2012,33.4,3.3,35.3,3.3
TLS,2013,33.3,3.3,35.2,3.3
TLS,2014,33.2,3.4,35.1,3.4
TGO,2005,43,2.7,45.4,3
TGO,2006,43.2,2.7,45.6,2.9
TGO,2007,43.4,2.7,45.8,2.9
TGO,2008,43.5,2.7,46,2.9
TGO,2009,43.6,2.7,46.2,2.9
TGO,2010,43.8,2.6,46.4,2.9
TGO,2011,43.9,2.6,46.7,2.9
TGO,2012,43.9,2.7,46.6,3
TGO,2013,44,2.8,46.6,3.1
TGO,2014,44,2.8,46.7,3.1
TGO,2015,44.1,2.8,46.7,3.1
TON,1984,36.1,2.8,40.2,3.5
TON,1985,36.2,2.8,40.3,3.5
TON,1986,36.2,2.8,40.4,3.5
TON,1987,36.3,2.8,40.5,3.5
TON,1988,36.4,2.7,40.6,3.5
TON,1989,36.4,2.8,40.7,3.5
TON,1990,36.4,2.7,40.8,3.4
TON,1991,36.5,2.6,40.9,3.4
TON,1992,36.5,2.6,40.9,3.4
TON,1993,36.6,2.7,41,3.4
TON,1994,36.7,2.6,41.1,3.4
TON,1995,36.8,2.6,41.2,3.3
TON,1996,36.9,2.5,41.2,3.2
TON,1997,37,2.5,41.4,3.2
TON,1998,37.1,2.5,41.4,3.2
TON,1999,37.2,2.5,41.5,3.1
TON,2000,37.3,2.4,41.6,3
TON,2001,37.4,2.4,41.7,2.9
TON,2002,37.5,2.4,41.7,2.9
TON,2003,37.6,2.4,41.9,3.1
TON,2004,37.8,2.4,42,3
TON,2005,37.9,2.5,42.1,3
TON,2006,37.9,2.5,42,3
TON,2007,38,2.6,42,3.1
TON,2008,38,2.8,42.1,3.1
TON,2009,38,2.8,42,3.1
TON,2010,38.1,2.9,42,3.2
TON,2011,38.1,3,42,3.3
TON,2012,38.1,3.1,42,3.3
TON,2013,38.2,3,42,3.5
TON,2014,38.2,3.2,42,3.6
TON,2015,38.3,3.2,42,3.6
TTO,1972,41.9,3.1,44.7,4.1
TTO,1973,41.9,3.1,44.7,4
TTO,1974,41.9,3.2,44.8,3.9
TTO,1975,42,3.2,44.9,3.9
TTO,1976,42,3.2,44.9,3.9
TTO,1977,42,3.1,44.9,3.9
TTO,1978,42,3.1,44.9,3.8
TTO,1979,42,3.1,44.9,3.8
TTO,1980,41.9,3.1,44.9,3.6
TTO,1981,41.9,3.1,44.9,3.7
TTO,1982,41.9,3.1,44.9,3.7
TTO,1983,41.9,3,44.8,3.7
TTO,1984,41.9,2.9,44.8,3.7
TTO,1985,41.9,2.9,44.8,3.6
TTO,1986,41.9,2.8,44.9,3.6
TTO,1987,41.9,2.9,44.9,3.5
TTO,1988,41.9,2.8,44.9,3.5
TTO,1989,41.9,2.8,44.9,3.6
TTO,1990,42,2.7,44.9,3.5
TTO,1991,42,2.7,44.9,3.6
TTO,1992,42,2.7,44.9,3.5
TTO,1993,42.1,2.8,44.9,3.4
TTO,1994,42.1,2.8,44.9,3.5
TTO,1995,42.1,2.8,44.9,3.6
TTO,1996,42.1,2.9,45,3.6
TTO,1997,42.1,3,45,3.7
TTO,1998,42.1,3,44.9,3.7
TTO,1999,42.2,3,45,3.7
TTO,2000,42.2,3,45,3.8
TTO,2001,42.2,3,44.9,3.8
TTO,2002,42.2,3.1,44.9,3.9
TTO,2003,42.2,3.1,44.9,3.9
TTO,2004,42.2,3.1,44.9,4
TTO,2005,42.2,3.1,44.9,3.9
TUN,1985,41.9,2.7,44.8,2.7
TUN,1986,41.9,2.7,44.7,2.7
TUN,1987,41.9,2.7,44.7,2.7
TUN,1988,41.8,2.6,44.6,2.7
TUN,1989,41.8,2.5,44.6,2.6
TUN,1990,41.7,2.4,44.5,2.5
TUN,1991,41.7,2.5,44.5,2.5
TUN,1992,41.6,2.5,44.4,2.6
TUN,1993,41.6,2.5,44.3,2.6
TUN,1994,41.5,2.4,44.3,2.4
TUN,1995,41.5,2.5,44.3,2.5
TUN,1996,41.4,2.4,44.2,2.5
TUN,1997,41.3,2.3,44.1,2.5
TUN,1998,41.2,2.3,44,2.5
TUN,1999,41.2,2.3,43.9,2.5
TUN,2000,41.1,2.2,43.8,2.4
TUN,2001,41,2.2,43.7,2.4
TUN,2002,40.9,2.2,43.6,2.3
TUN,2003,40.8,2.1,43.5,2.3
TUN,2004,40.7,2,43.4,2.2
TUN,2005,40.6,1.9,43.3,2.1
TUN,2006,40.4,2,43.1,2.2
TUN,2007,40.2,2,42.9,2.1
TUN,2008,40.1,2,42.7,2.2
TUN,2009,39.9,1.9,42.5,2.1
TUN,2010,39.7,1.9,42.3,2.1
TUN,2011,39.6,2,42.1,2.2
TUN,2012,39.4,2.1,41.9,2.4
TUN,2013,39.3,2.2,41.8,2.5
TUN,2014,39.2,2.3,41.7,2.6
TUN,2015,39.1,2.5,41.6,2.7
TUR,1987,42.4,2.1,44.8,2.6
TUR,1988,42.5,2.1,45,2.6
TUR,1989,42.6,2.1,45.1,2.6
TUR,1990,42.7,2.1,45.1,2.5
TUR,1991,42.8,2.1,45.3,2.5
TUR,1992,42.9,2.1,45.3,2.5
TUR,1993,43,2.1,45.4,2.4
TUR,1994,43.1,2,45.5,2.4
TUR,1995,43.1,2,45.4,2.4
TUR,1996,43,2.1,45.4,2.4
TUR,1997,42.9,2,45.3,2.4
TUR,1998,42.8,2,45.2,2.3
TUR,1999,42.7,2,45.1,2.2
TUR,2000,42.5,1.8,45,2.2
TUR,2001,42.5,1.7,45,2
TUR,2002,42.3,1.7,44.8,1.9
TUR,2003,42.2,1.7,44.8,1.9
TUR,2004,42.1,1.5,44.7,1.8
TUR,2005,41.8,1.5,44.5,1.7
TUR,2006,41.5,1.4,44.3,1.6
TUR,2007,41.1,1.3,44.1,1.6
TUR,2008,40.8,1.2,43.9,1.5
TUR,2009,40.6,1.2,43.8,1.5
TUR,2010,40.4,1.1,43.7,1.5
TUR,2011,40.3,1.1,43.6,1.5
TUR,2012,40.1,1.1,43.4,1.5
TUR,2013,40,1.2,43.4,1.5
TUR,2014,40.1,1.2,43.5,1.5
TUR,2015,40.1,1.2,43.5,1.6
TUR,2016,40.2,1.3,43.6,1.7
TUR,2017,40.2,1.3,43.6,1.8
TUR,2018,40.2,1.5,43.6,2
TUR,2019,40.1,1.6,43.5,2.2
TKM,1988,29.7,2.2,37.8,2.7
TKM,1989,29.8,2.1,38,2.6
TKM,1990,30,2,38.3,2.7
TKM,1991,30.2,2.1,38.6,2.8
TKM,1992,30.5,2.2,38.9,2.8
TKM,1993,30.7,2.2,39.3,2.8
TKM,1994,30.9,2.3,39.5,2.9
TKM,1995,31.1,2.3,39.8,2.9
TKM,1996,31.3,2.4,40,3.1
TKM,1997,31.5,2.4,40.2,3.2
TKM,1998,31.7,2.5,40.5,3.2
TKM,1999,31.8,2.5,40.6,3.4
TKM,2000,31.9,2.6,40.7,3.4
TKM,2001,32,2.7,40.8,3.5
TKM,2002,32.1,2.8,40.9,3.6
TKM,2003,32.2,2.8,41,3.7
TKM,2004,32.3,3,41.1,3.7
TKM,2005,32.3,3.1,41.2,3.8
TCA,1999,40.1,5.4,40.7,6.3
TUV,1994,41.4,4,43.7,4.2
TUV,1995,41.3,4,43.7,4.2
TUV,1996,41.2,3.9,43.6,4.3
TUV,1997,41.2,4,43.6,4.3
TUV,1998,41.1,3.9,43.5,4.2
TUV,1999,41.1,4,43.4,4.1
TUV,2000,41,3.8,43.4,4.1
TUV,2001,41,3.9,43.4,4.1
TUV,2002,41,3.8,43.3,4
TUV,2003,40.9,3.8,43.3,4
TUV,2004,40.9,3.8,43.2,3.9
TUV,2005,40.9,3.8,43.2,4
TUV,2006,40.9,3.9,43.2,4
TUV,2007,40.9,3.9,43.2,4.1
TUV,2008,40.9,3.9,43.2,4
TUV,2009,40.9,4,43.2,4.2
TUV,2010,40.9,4,43.3,4.2
UGA,1989,43.6,2.6,45.8,2.9
UGA,1990,43.6,2.4,45.9,2.7
UGA,1991,43.6,2.4,45.8,2.6
UGA,1992,43.7,2.4,45.9,2.5
UGA,1993,43.7,2.2,45.9,2.5
UGA,1994,43.8,2.3,46,2.4
UGA,1995,43.8,2.2,46,2.3
UGA,1996,43.9,2.1,46.1,2.3
UGA,1997,44,2,46.3,2.2
UGA,1998,44.1,2,46.4,2.1
UGA,1999,44.3,1.9,46.6,2
UGA,2000,44.5,1.9,46.9,2
UGA,2001,44.7,1.8,47.1,2
UGA,2002,44.9,1.8,47.3,2
UGA,2003,45,1.8,47.4,2
UGA,2004,45,1.8,47.5,1.9
UGA,2005,45.1,1.7,47.5,1.9
UGA,2006,45,1.8,47.5,1.9
UGA,2007,45,1.8,47.5,2
UGA,2008,45,1.8,47.5,2
UGA,2009,45,1.9,47.5,2
UGA,2010,44.9,2,47.4,2
UGA,2011,44.8,2,47.3,2
UGA,2012,44.6,2,47.1,2
UGA,2013,44.5,2,47.1,2.3
UGA,2014,44.6,2.2,47.1,2.4
UGA,2015,44.6,2.3,47.1,2.6
UGA,2016,44.6,2.4,47.1,2.7
UKR,1980,26.9,2.1,25.2,2.7
UKR,1981,26.7,2.1,25,2.6
UKR,1982,26.4,2.1,24.7,2.6
UKR,1983,26.2,2,24.5,2.6
UKR,1984,25.9,1.8,24.2,2.5
UKR,1985,25.7,1.7,24,2.3
UKR,1986,25.3,1.6,23.8,2.3
UKR,1987,25,1.5,23.5,2.1
UKR,1988,24.6,1.4,23.2,2
UKR,1989,24.5,1.3,23.1,1.9
UKR,1990,24.8,1.2,23.1,1.9
